gen,epoch,train_loss,val_loss
7,8,0.03989906004071236,0.06122950674034655
7,9,0.035464102022349835,0.023536104388767853
7,10,0.03224703405797481,0.04934293404221535
7,11,0.030975105002522468,0.020582068638759665
7,12,0.030408070035278796,0.02756081410916522
7,13,0.029672917529940605,0.02660887665115297
7,14,0.02744466419517994,0.020496439887210727
8,0,0.18092937421798705,0.09614237467758358
8,1,0.103188516497612,0.07526529743336141
8,2,0.08203286677598953,0.05467131873592734
8,3,0.0685021481513977,0.048345731920562685
8,4,0.06258408489823342,0.051490180601831526
8,5,0.05127644300460815,0.04112387279747054
8,6,0.04523651094734669,0.03865162463625893
8,7,0.04397559979557991,0.03671617136569694
8,8,0.037763170585036275,0.03133826577686705
8,9,0.039570833683013916,0.040071561525110155
8,10,0.03426830931007862,0.03163079734076746
8,11,0.031011767275631427,0.035143201414030045
8,12,0.030826511926949025,0.02953724900726229
8,13,0.030247870951890944,0.022405479961889796
8,14,0.02841563056409359,0.024072420521406457
9,0,0.1657705584168434,0.0916125460062176
9,1,0.0965514234304428,0.07591360108926892
9,2,0.08374740722775459,0.06679030880331993
9,3,0.07108611625432969,0.06799234391655773
9,4,0.06386329391598701,0.06999729463132098
9,5,0.055169266238808634,0.05960704176686704
9,6,0.04663064934313297,0.03673883530427702
9,7,0.04135250349342823,0.02767921012127772
9,8,0.03770502638816833,0.028771028155460954
9,9,0.035907768942415715,0.025636764796217903
9,10,0.03571762000769377,0.0347603753907606
9,11,0.03251664564758539,0.03642001305706799
9,12,0.03193732897937298,0.032252968405373394
9,13,0.030200267307460307,0.035679436463396996
9,14,0.02764877213537693,0.028002640552585945
10,0,0.17437164229154586,0.09605778020340949
10,1,0.099874526232481,0.06934127351269126
10,2,0.08199009597301483,0.07174842560198158
10,3,0.06896576417982578,0.06742744974326342
10,4,0.06087738746404648,0.05629539937945083
10,5,0.05134505152702332,0.06373695970978588
10,6,0.04614730106294155,0.04168187524192035
10,7,0.042296565517783165,0.04405436530942097
10,8,0.03957360045611858,0.03719221937353723
10,9,0.035859021350741385,0.03808490140363574
10,10,0.03591053122282028,0.026920176343992352
10,11,0.033337997429072855,0.032797071558889
10,12,0.03415172798186541,0.03426969988504425
10,13,0.02923810987174511,0.02857451725867577
10,14,0.028514531813561915,0.020245394422090612
